datetime,pm25,unit,hour,day,pm25_rolling
2025-11-27 15:00:00+00:00,3.858888886372248,µg/m³,15,27,
2025-11-27 16:00:00+00:00,4.400500005980333,µg/m³,16,27,
2025-11-27 17:00:00+00:00,0.341555556986067,µg/m³,17,27,2.8669814831128826
2025-11-27 18:00:00+00:00,6.114000004529952,µg/m³,18,27,3.6186851891654506
2025-11-27 19:00:00+00:00,2.5376666903495786,µg/m³,19,27,2.997740750621866
2025-11-27 20:00:00+00:00,7.236333338419595,µg/m³,20,27,5.296000011099708
2025-11-27 21:00:00+00:00,17.921249961853025,µg/m³,21,27,9.231749996874067
2025-11-27 22:00:00+00:00,8.346833326419192,µg/m³,22,27,11.168138875563939
2025-11-27 23:00:00+00:00,7.840999991695086,µg/m³,23,27,11.369694426655768
2025-11-28 00:00:00+00:00,2.6755000054836278,µg/m³,0,28,6.2877777745326355
2025-11-28 01:00:00+00:00,5.860999997456869,µg/m³,1,28,5.459166664878528
2025-11-28 02:00:00+00:00,5.111166672905286,µg/m³,2,28,4.549222225281928
2025-11-28 03:00:00+00:00,3.465999998648961,µg/m³,3,28,4.812722223003705
2025-11-28 04:00:00+00:00,3.4388333290815347,µg/m³,4,28,4.00533333354526
2025-11-28 05:00:00+00:00,1.3136666662991046,µg/m³,5,28,2.7394999980098667
2025-11-28 06:00:00+00:00,1.8063750096907216,µg/m³,6,28,2.18629166835712
2025-11-28 07:00:00+00:00,3.080500002702077,µg/m³,7,28,2.0668472262306348
2025-11-28 08:00:00+00:00,4.244083325068156,µg/m³,8,28,3.0436527791536516
2025-11-28 09:00:00+00:00,11.323555554283992,µg/m³,9,28,6.216046294018075
2025-11-28 10:00:00+00:00,5.380166660745939,µg/m³,10,28,6.982601846699363
2025-11-28 11:00:00+00:00,4.890999984741211,µg/m³,11,28,7.198240733257048
2025-11-28 12:00:00+00:00,4.822166665395101,µg/m³,12,28,5.031111103627417
2025-11-28 13:00:00+00:00,5.080499998728435,µg/m³,13,28,4.931222216288249
2025-11-28 14:00:00+00:00,4.547833347320557,µg/m³,14,28,4.816833337148031
2025-11-28 15:00:00+00:00,6.564166673024496,µg/m³,15,28,5.39750000635783
2025-11-28 16:00:00+00:00,9.64949998855591,µg/m³,16,28,6.920500002966988
2025-11-28 17:00:00+00:00,17.552833334604898,µg/m³,17,28,11.255499998728434
2025-11-28 18:00:00+00:00,24.147333335876468,µg/m³,18,28,17.116555553012425
2025-11-28 19:00:00+00:00,25.125000000000004,µg/m³,19,28,22.275055556827123
2025-11-28 20:00:00+00:00,10.221833324432373,µg/m³,20,28,19.831388886769613
2025-11-28 21:00:00+00:00,12.424666659037271,µg/m³,21,28,15.923833327823216
2025-11-28 22:00:00+00:00,16.568291656176246,µg/m³,22,28,13.071597213215298
2025-11-28 23:00:00+00:00,14.702999973297118,µg/m³,23,28,14.565319429503546
2025-11-29 00:00:00+00:00,9.18633337020874,µg/m³,0,29,13.485874999894035
2025-11-29 01:00:00+00:00,17.31066672007243,µg/m³,1,29,13.733333354526096
2025-11-29 02:00:00+00:00,20.344666671752933,µg/m³,2,29,15.613888920678036
2025-11-29 03:00:00+00:00,8.591500027974446,µg/m³,3,29,15.415611139933269
2025-11-29 04:00:00+00:00,6.752833334604898,µg/m³,4,29,11.896333344777426
2025-11-29 05:00:00+00:00,3.055833334227403,µg/m³,5,29,6.133388898935583
2025-11-29 06:00:00+00:00,4.536166669925054,µg/m³,6,29,4.781611112919119
2025-11-29 07:00:00+00:00,5.935666656494141,µg/m³,7,29,4.509222220215534
2025-11-29 08:00:00+00:00,14.522541658083597,µg/m³,8,29,8.3314583281676
2025-11-29 09:00:00+00:00,20.339500013987223,µg/m³,9,29,13.599236109521655
2025-11-29 10:00:00+00:00,20.158999983469645,µg/m³,10,29,18.34034721851349
2025-11-29 11:00:00+00:00,20.736666679382324,µg/m³,11,29,20.411722225613065
2025-11-29 12:00:00+00:00,15.93849999109904,µg/m³,12,29,18.94472221798367
2025-11-29 13:00:00+00:00,11.508500003814696,µg/m³,13,29,16.061222224765356
2025-11-29 14:00:00+00:00,15.47800000508626,µg/m³,14,29,14.308333333333332
2025-11-29 15:00:00+00:00,26.35883328119914,µg/m³,15,29,17.7817777633667
2025-11-29 16:00:00+00:00,30.964833196004232,µg/m³,16,29,24.26722216076321
2025-11-29 17:00:00+00:00,33.99700015385946,µg/m³,17,29,30.44022221035428
2025-11-29 18:00:00+00:00,33.13933324813843,µg/m³,18,29,32.70038886600071
2025-11-29 19:00:00+00:00,38.39466654459636,µg/m³,19,29,35.17699998219808
2025-11-29 20:00:00+00:00,38.73070824940999,µg/m³,20,29,36.75490268071493
2025-11-29 21:00:00+00:00,37.59966684977213,µg/m³,21,29,38.24168054792616
2025-11-29 22:00:00+00:00,53.138833363850914,µg/m³,22,29,43.15640282101101
2025-11-29 23:00:00+00:00,47.7938336690267,µg/m³,23,29,46.17744462754991
2025-11-30 00:00:00+00:00,46.820332845052086,µg/m³,0,30,49.2509999593099
2025-11-30 01:00:00+00:00,26.741458312670392,µg/m³,1,30,40.451874942249724
2025-11-30 02:00:00+00:00,8.043833319346108,µg/m³,2,30,27.201874825689526
2025-11-30 03:00:00+00:00,8.213666661580403,µg/m³,3,30,14.332986097865634
2025-11-30 04:00:00+00:00,24.897333145141605,µg/m³,4,30,13.71827770868937
2025-11-30 05:00:00+00:00,31.263833459218336,µg/m³,5,30,21.458277755313446
2025-11-30 06:00:00+00:00,26.46900002161661,µg/m³,6,30,27.54338887532552
2025-11-30 07:00:00+00:00,28.3688333829244,µg/m³,7,30,28.700555621253116
2025-11-30 08:00:00+00:00,29.85816672643025,µg/m³,8,30,28.232000043657084
2025-11-30 09:00:00+00:00,30.150333277384437,µg/m³,9,30,29.459111128913026
2025-11-30 10:00:00+00:00,27.85170843601227,µg/m³,10,30,29.286736146608987
2025-11-30 11:00:00+00:00,33.55250015258789,µg/m³,11,30,30.518180621994862
2025-11-30 12:00:00+00:00,16.942772729469066,µg/m³,12,30,26.115660439356407
2025-11-30 13:00:00+00:00,12.818624997138976,µg/m³,13,30,21.10463262639864
2025-11-30 14:00:00+00:00,16.444833342234293,µg/m³,14,30,15.402077022947445
2025-11-30 15:00:00+00:00,25.152666727701824,µg/m³,15,30,18.138708355691698
2025-11-30 16:00:00+00:00,23.36733318964641,µg/m³,16,30,21.65494441986084
2025-11-30 17:00:00+00:00,15.322666676839196,µg/m³,17,30,21.280888864729146
2025-11-30 18:00:00+00:00,25.882333405812584,µg/m³,18,30,21.52411109076606
2025-11-30 19:00:00+00:00,41.45233357747396,µg/m³,19,30,27.55244455337525
2025-11-30 20:00:00+00:00,37.546666208903,µg/m³,20,30,34.960444397396515
2025-11-30 21:00:00+00:00,38.44166666666667,µg/m³,21,30,39.14688881768121
2025-11-30 22:00:00+00:00,50.016500091552736,µg/m³,22,30,42.001610989040806
2025-11-30 23:00:00+00:00,28.781333255767823,µg/m³,23,30,39.079833337995744
2025-12-01 00:00:00+00:00,10.6471666653951,µg/m³,0,1,29.815000004238556
2025-12-01 01:00:00+00:00,5.583166635533174,µg/m³,1,1,15.003888852232032
2025-12-01 02:00:00+00:00,8.900166670481363,µg/m³,2,1,8.376833323803213
2025-12-01 03:00:00+00:00,13.535777770148384,µg/m³,3,1,9.339703692054307
2025-12-01 04:00:00+00:00,17.683736109733584,µg/m³,4,1,13.373226850121108
2025-12-01 05:00:00+00:00,31.24100011189779,µg/m³,5,1,20.820171330593254
2025-12-01 06:00:00+00:00,18.586472219891014,µg/m³,6,1,22.503736147174127
2025-12-01 07:00:00+00:00,19.030333328247067,µg/m³,7,1,22.952601886678625
2025-12-01 09:00:00+00:00,20.244833215077723,µg/m³,9,1,19.287212921071937
2025-12-01 10:00:00+00:00,28.45816666285197,µg/m³,10,1,22.577777735392257
2025-12-01 11:00:00+00:00,34.48649975458781,µg/m³,11,1,27.72983321083917
2025-12-01 12:00:00+00:00,34.98933312098186,µg/m³,12,1,32.64466651280722
2025-12-01 13:00:00+00:00,47.47187519073487,µg/m³,13,1,38.982569355434855
2025-12-01 14:00:00+00:00,42.69183324178059,µg/m³,14,1,41.71768051783244
2025-12-01 15:00:00+00:00,47.66300010681152,µg/m³,15,1,45.94223617977567
2025-12-01 16:00:00+00:00,33.710833326975504,µg/m³,16,1,41.35522222518921
2025-12-01 17:00:00+00:00,28.797333240509037,µg/m³,17,1,36.72372222476536
2025-12-01 18:00:00+00:00,26.583000024159748,µg/m³,18,1,29.6970555305481
2025-12-01 19:00:00+00:00,32.17216660181681,µg/m³,19,1,29.184166622161868
2025-12-01 20:00:00+00:00,26.107833353678384,µg/m³,20,1,28.287666659884987
2025-12-01 21:00:00+00:00,31.09383344650269,µg/m³,21,1,29.791277800665966
2025-12-01 22:00:00+00:00,39.08841654459635,µg/m³,22,1,32.09669444825914
2025-12-01 23:00:00+00:00,35.946833546956384,µg/m³,23,1,35.37636117935181
2025-12-02 00:00:00+00:00,30.86637470722198,µg/m³,0,2,35.300541599591575
2025-12-02 01:00:00+00:00,13.446999994913735,µg/m³,1,2,26.75340274969737
2025-12-02 02:00:00+00:00,13.664166672031085,µg/m³,2,2,19.32584712472227
2025-12-02 03:00:00+00:00,15.439818156849254,µg/m³,3,2,14.183661607931361
2025-12-02 04:00:00+00:00,32.33925001621247,µg/m³,4,2,20.481078281697606
2025-12-02 05:00:00+00:00,31.98000011444092,µg/m³,5,2,26.586356095834216
2025-12-03 06:00:00+00:00,34.471666717529295,µg/m³,6,3,32.9303056160609
2025-12-03 07:00:00+00:00,36.27783339818319,µg/m³,7,3,34.24316674338447
2025-12-03 08:00:00+00:00,38.955833148956295,µg/m³,8,3,36.568444421556265
2025-12-03 09:00:00+00:00,41.6556666056315,µg/m³,9,3,38.963111050923665
2025-12-03 10:00:00+00:00,43.62799987792968,µg/m³,10,3,41.4131665441725
2025-12-03 11:00:00+00:00,53.64400024414062,µg/m³,11,3,46.30922224256727
2025-12-03 12:00:00+00:00,49.27654158274333,µg/m³,12,3,48.849513901604546
2025-12-03 13:00:00+00:00,42.487833913167314,µg/m³,13,3,48.46945858001709
2025-12-03 14:00:00+00:00,41.875,µg/m³,14,3,44.54645849863689
2025-12-03 15:00:00+00:00,39.64700012207031,µg/m³,15,3,41.33661134507921
2025-12-03 16:00:00+00:00,45.980333455403645,µg/m³,16,3,42.500777859157985
2025-12-03 17:00:00+00:00,49.888833363850914,µg/m³,17,3,45.172055647108294
2025-12-03 18:00:00+00:00,51.81650009155274,µg/m³,18,3,49.228555636935766
2025-12-03 19:00:00+00:00,55.7418332417806,µg/m³,19,3,52.48238889906142
2025-12-03 20:00:00+00:00,53.22483342488607,µg/m³,20,3,53.59438891940647
2025-12-03 21:00:00+00:00,49.60566660563151,µg/m³,21,3,52.85744442409939
2025-12-03 22:00:00+00:00,62.44700012207032,µg/m³,22,3,55.09250005086263
2025-12-03 23:00:00+00:00,52.93050003051759,µg/m³,23,3,54.994388919406475
2025-12-04 00:00:00+00:00,46.73099975585938,µg/m³,0,4,54.0361666361491
2025-12-04 01:00:00+00:00,49.50349960327148,µg/m³,1,4,49.72166646321616
2025-12-04 02:00:00+00:00,40.71116663614909,µg/m³,2,4,45.64855533175998
2025-12-04 03:00:00+00:00,40.35833333333333,µg/m³,3,4,43.524333190917964
2025-12-04 04:00:00+00:00,41.28883336385092,µg/m³,4,4,40.78611111111112
2025-12-04 05:00:00+00:00,50.730333455403645,µg/m³,5,4,44.12583338419597
2025-12-04 06:00:00+00:00,49.60816666285197,µg/m³,6,4,47.209111160702186
2025-12-04 07:00:00+00:00,19.49733324050904,µg/m³,7,4,39.945277786254884
2025-12-04 08:00:00+00:00,34.17483336130778,µg/m³,8,4,34.426777754889606
2025-12-04 09:00:00+00:00,27.31716667811076,µg/m³,9,4,26.99644442664253
2025-12-04 10:00:00+00:00,32.94199984868368,µg/m³,10,4,31.477999962700746
2025-12-04 11:00:00+00:00,39.31350021362305,µg/m³,11,4,33.1908889134725
2025-12-04 12:00:00+00:00,46.08050003051758,µg/m³,12,4,39.44533336427477
2025-12-04 13:00:00+00:00,46.42450027465821,µg/m³,13,4,43.93950017293295
2025-12-04 14:00:00+00:00,50.647499847412114,µg/m³,14,4,47.71750005086263
2025-12-04 15:00:00+00:00,50.67516657511393,µg/m³,15,4,49.24905556572808
2025-12-04 16:00:00+00:00,51.66583379109701,µg/m³,16,4,50.996166737874354
2025-12-04 17:00:00+00:00,53.31083348592123,µg/m³,17,4,51.88394461737739
2025-12-04 18:00:00+00:00,41.58283360799154,µg/m³,18,4,48.85316696166993
2025-12-04 19:00:00+00:00,38.614166514078775,µg/m³,19,4,44.50261120266384
2025-12-04 20:00:00+00:00,28.59733333587646,µg/m³,20,4,36.26477781931559
2025-12-04 21:00:00+00:00,23.13350006739299,µg/m³,21,4,30.114999972449407
2025-12-04 22:00:00+00:00,25.682999928792317,µg/m³,22,4,25.804611110687258
2025-12-04 23:00:00+00:00,41.61683324178059,µg/m³,23,4,30.144444412655304
2025-12-05 00:00:00+00:00,33.29400014877319,µg/m³,0,5,33.53127777311537
2025-12-05 01:00:00+00:00,21.70550006230672,µg/m³,1,5,32.205444484286836
2025-12-05 02:00:00+00:00,10.397833347320557,µg/m³,2,5,21.79911118613349
2025-12-05 03:00:00+00:00,15.347791663805644,µg/m³,3,5,15.817041691144311
2025-12-05 04:00:00+00:00,19.050166670481364,µg/m³,4,5,14.93193056053586
2025-12-05 05:00:00+00:00,5.216499996185303,µg/m³,5,5,13.204819443490775
2025-12-05 06:00:00+00:00,13.036666679382328,µg/m³,6,5,12.434444448683003
2025-12-05 07:00:00+00:00,20.754999987284343,µg/m³,7,5,13.002722220950664
2025-12-05 08:00:00+00:00,5.763666661580404,µg/m³,8,5,13.185111109415695
2025-12-05 09:00:00+00:00,15.891499996185305,µg/m³,9,5,14.13672221501669
2025-12-05 10:00:00+00:00,8.839166673024495,µg/m³,10,5,10.164777776930073
2025-12-05 11:00:00+00:00,23.419666703542077,µg/m³,11,5,16.05011112425063
2025-12-05 12:00:00+00:00,12.944666671752929,µg/m³,12,5,15.067833349439839
2025-12-05 13:00:00+00:00,19.07233336766561,µg/m³,13,5,18.478888914320212
2025-12-05 14:00:00+00:00,27.63916667302449,µg/m³,14,5,19.885388904147682
2025-12-05 15:00:00+00:00,38.335500399271645,µg/m³,15,5,28.34900014665392
2025-12-05 16:00:00+00:00,34.975333150227875,µg/m³,16,5,33.65000007417467
2025-12-05 17:00:00+00:00,40.61866709391276,µg/m³,17,5,37.97650021447077
2025-12-05 18:00:00+00:00,39.75000000000001,µg/m³,18,5,38.44800008138022
2025-12-05 19:00:00+00:00,41.625,µg/m³,19,5,40.66455569797093
2025-12-05 20:00:00+00:00,31.62166687647501,µg/m³,20,5,37.665555625491685
2025-12-05 21:00:00+00:00,43.47533315022787,µg/m³,21,5,38.907333342234296
2025-12-05 22:00:00+00:00,40.44241663614908,µg/m³,22,5,38.51313888761732
2025-12-05 23:00:00+00:00,40.11916675567628,µg/m³,23,5,41.345638847351076
2025-12-06 00:00:00+00:00,16.304833316802977,µg/m³,0,6,32.28880556954278
2025-12-06 01:00:00+00:00,11.535833326975506,µg/m³,1,6,22.65327779981826
2025-12-06 02:00:00+00:00,16.527666664123537,µg/m³,2,6,14.789444435967345
2025-12-06 03:00:00+00:00,19.61650004916721,µg/m³,3,6,15.893333346755421
2025-12-06 04:00:00+00:00,28.69666662216186,µg/m³,4,6,21.613611111817544
2025-12-06 05:00:00+00:00,24.61716667811076,µg/m³,5,6,24.31011111647995
2025-12-06 06:00:00+00:00,26.086000092824296,µg/m³,6,6,26.46661113103231
2025-12-06 07:00:00+00:00,31.708000024159755,µg/m³,7,6,27.470388931698277
2025-12-06 08:00:00+00:00,25.586166667938237,µg/m³,8,6,27.793388928307433
2025-12-06 09:00:00+00:00,20.961500008900963,µg/m³,9,6,26.085222233666325
2025-12-06 10:00:00+00:00,31.930000146230057,µg/m³,10,6,26.159222274356424
2025-12-06 11:00:00+00:00,30.072333208719886,µg/m³,11,6,27.65461112128364
2025-12-06 12:00:00+00:00,18.71700000762939,µg/m³,12,6,26.906444454193117
2025-12-06 13:00:00+00:00,15.24949998855591,µg/m³,13,6,21.3462777349684
2025-12-06 14:00:00+00:00,30.12200005849203,µg/m³,14,6,21.362833351559118
2025-12-06 15:00:00+00:00,17.01383333206177,µg/m³,15,6,20.795111126369907
2025-12-06 16:00:00+00:00,30.15566663742065,µg/m³,16,6,25.763833342658156
2025-12-06 17:00:00+00:00,30.670458165804543,µg/m³,17,6,25.946652711762326
2025-12-06 18:00:00+00:00,36.724833456675206,µg/m³,18,6,32.51698608663347
2025-12-06 19:00:00+00:00,41.08283360799154,µg/m³,19,6,36.15937507682377
2025-12-06 20:00:00+00:00,43.34183324178059,µg/m³,20,6,40.383166768815784
2025-12-06 21:00:00+00:00,42.17758344014486,µg/m³,21,6,42.200750096639
2025-12-06 22:00:00+00:00,48.61616694132487,µg/m³,22,6,44.71186120775011
2025-12-06 23:00:00+00:00,44.26350021362304,µg/m³,23,6,45.019083531697596
2025-12-07 00:00:00+00:00,44.40599975585937,µg/m³,0,7,45.7618889702691
2025-12-07 01:00:00+00:00,44.21383336385091,µg/m³,1,7,44.294444444444444
2025-12-07 02:00:00+00:00,32.083000119527185,µg/m³,2,7,40.234277746412495
2025-12-07 03:00:00+00:00,36.261166699727376,µg/m³,3,7,37.519333394368495
2025-12-07 04:00:00+00:00,41.46383336385092,µg/m³,4,7,36.60266672770183
2025-12-07 05:00:00+00:00,40.57433369954428,µg/m³,5,7,39.4331112543742
2025-12-07 06:00:00+00:00,28.99166673024496,µg/m³,6,7,37.00994459788006
2025-12-07 07:00:00+00:00,34.57816642125448,µg/m³,7,7,34.71472228368125
2025-12-07 08:00:00+00:00,29.291499996185298,µg/m³,8,7,30.953777715894915
2025-12-07 09:00:00+00:00,30.822000090281165,µg/m³,9,7,31.563888835906983
2025-12-07 10:00:00+00:00,21.394333330790204,µg/m³,10,7,27.169277805752227
2025-12-07 11:00:00+00:00,19.0136666615804,µg/m³,11,7,23.743333360883927
2025-12-07 12:00:00+00:00,26.14483340581258,µg/m³,12,7,22.184277799394398
2025-12-07 13:00:00+00:00,36.36700003941854,µg/m³,13,7,27.175166702270513
2025-12-07 14:00:00+00:00,33.016500027974445,µg/m³,14,7,31.84277782440186
2025-12-07 15:00:00+00:00,33.9721666653951,µg/m³,15,7,34.45188891092936
2025-12-07 16:00:00+00:00,35.433000214894626,µg/m³,16,7,34.14055563608807
2025-12-07 17:00:00+00:00,41.84166666666666,µg/m³,17,7,37.08227784898547
2025-12-07 18:00:00+00:00,40.772499847412114,µg/m³,18,7,39.349055576324474
2025-12-07 19:00:00+00:00,34.172333208719884,µg/m³,19,7,38.92883324093289
2025-12-07 20:00:00+00:00,33.73316669464111,µg/m³,20,7,36.22599991692437
2025-12-07 21:00:00+00:00,34.33333330154419,µg/m³,21,7,34.07961106830173
2025-12-07 22:00:00+00:00,39.08083318074544,µg/m³,22,7,35.71577772564358
2025-12-07 23:00:00+00:00,26.424666595458984,µg/m³,23,7,33.2796110259162
2025-12-08 00:00:00+00:00,10.95383334159851,µg/m³,0,8,25.48644437260098
2025-12-08 01:00:00+00:00,26.103000036875404,µg/m³,1,8,21.16049999131097
2025-12-08 02:00:00+00:00,21.364500013987225,µg/m³,2,8,19.47377779748705
2025-12-08 03:00:00+00:00,16.58599999745687,µg/m³,3,8,21.35116668277317
2025-12-08 04:00:00+00:00,18.14766667683919,µg/m³,4,8,18.699388896094433
2025-12-08 05:00:00+00:00,9.770000012715656,µg/m³,5,8,14.834555562337243
2025-12-08 06:00:00+00:00,10.4471666653951,µg/m³,6,8,12.78827778498332
2025-12-08 07:00:00+00:00,17.008333333333333,µg/m³,7,8,12.4085000038147
2025-12-08 08:00:00+00:00,17.021666653951012,µg/m³,8,8,14.82572221755982
2025-12-08 09:00:00+00:00,23.30091667175293,µg/m³,9,8,19.110305553012427
2025-12-08 10:00:00+00:00,16.454999987284342,µg/m³,10,8,18.92586110432943
2025-12-08 11:00:00+00:00,19.78316666285197,µg/m³,11,8,19.846361107296417
2025-12-08 12:00:00+00:00,20.36349999109904,µg/m³,12,8,18.86722221374512
2025-12-08 13:00:00+00:00,21.58908321062724,µg/m³,13,8,20.578583288192753
2025-12-08 14:00:00+00:00,22.9556666692098,µg/m³,14,8,21.63608329031203
2025-12-08 15:00:00+00:00,21.318363640525124,µg/m³,15,8,21.95437117345406
2025-12-08 16:00:00+00:00,8.141666666666667,µg/m³,16,8,17.47189899213387
2025-12-08 17:00:00+00:00,4.496833324432373,µg/m³,17,8,11.318954543874725
2025-12-08 18:00:00+00:00,3.6328333348035815,µg/m³,18,8,5.423777775300877
2025-12-08 19:00:00+00:00,4.663999996582668,µg/m³,19,8,4.264555551939544
2025-12-08 20:00:00+00:00,0.7109999996920426,µg/m³,20,8,3.002611110359434
2025-12-08 21:00:00+00:00,0.4943333342671394,µg/m³,21,8,1.9564444435139532
2025-12-08 22:00:00+00:00,13.366833368937172,µg/m³,22,8,4.8573889009654545
2025-12-08 23:00:00+00:00,8.938666661580402,µg/m³,23,8,7.5999444549282416
2025-12-09 00:00:00+00:00,11.18233331044515,µg/m³,0,9,11.162611113654245
2025-12-09 01:00:00+00:00,4.341111119588216,µg/m³,1,9,8.154037030537927
2025-12-09 02:00:00+00:00,6.052333321173985,µg/m³,2,9,7.1919259170691205
2025-12-09 03:00:00+00:00,7.844166660308837,µg/m³,3,9,6.0792037003570165
2025-12-09 04:00:00+00:00,2.9856666594743726,µg/m³,4,9,5.627388880319068
2025-12-09 05:00:00+00:00,1.6617916677768034,µg/m³,5,9,4.163874995853341
2025-12-09 06:00:00+00:00,3.360999998450279,µg/m³,6,9,2.669486108567155
2025-12-09 07:00:00+00:00,5.136500010887782,µg/m³,7,9,3.386430559038292
2025-12-09 08:00:00+00:00,9.416875004768372,µg/m³,8,9,5.9714583380354815
2025-12-09 09:00:00+00:00,16.411541692415874,µg/m³,9,9,10.32163890269068
2025-12-09 10:00:00+00:00,13.111166604359946,µg/m³,10,9,12.979861100514734
2025-12-09 11:00:00+00:00,11.125833352406822,µg/m³,11,9,13.549513883060884
2025-12-09 12:00:00+00:00,11.433666674296065,µg/m³,12,9,11.890222210354281
2025-12-09 13:00:00+00:00,12.833416652679444,µg/m³,13,9,11.797638893127449
2025-12-09 14:00:00+00:00,9.833500003814695,µg/m³,14,9,11.366861110263406
2025-12-09 15:00:00+00:00,32.68116645812989,µg/m³,15,9,18.44936103820801
2025-12-09 16:00:00+00:00,26.541499996185305,µg/m³,16,9,23.018722152709966
2025-12-09 17:00:00+00:00,27.14916667938233,µg/m³,17,9,28.790611044565846
2025-12-09 18:00:00+00:00,29.588333288828533,µg/m³,18,9,27.759666654798725
2025-12-09 19:00:00+00:00,29.183333301544195,µg/m³,19,9,28.64027775658502
2025-12-09 20:00:00+00:00,30.28933327992757,µg/m³,20,9,29.68699995676677
2025-12-09 21:00:00+00:00,31.085833263397216,µg/m³,21,9,30.18616661495633
2025-12-09 22:00:00+00:00,36.86383336385092,µg/m³,22,9,32.74633330239191
2025-12-09 23:00:00+00:00,32.59183336893718,µg/m³,23,9,33.51383333206178
2025-12-10 00:00:00+00:00,26.547333399454757,µg/m³,0,10,32.00100004408096
2025-12-10 01:00:00+00:00,11.210833326975504,µg/m³,1,10,23.45000003178915
2025-12-10 02:00:00+00:00,11.825,µg/m³,2,10,16.527722242143426
2025-12-10 03:00:00+00:00,8.383500003814696,µg/m³,3,10,10.473111110263405
2025-12-10 04:00:00+00:00,11.84216667811076,µg/m³,4,10,10.683555560641823
2025-12-10 05:00:00+00:00,5.398333311080933,µg/m³,5,10,8.541333331002134
2025-12-10 06:00:00+00:00,8.38849999109904,µg/m³,6,10,8.542999993430248
2025-12-10 07:00:00+00:00,7.413166666030883,µg/m³,7,10,7.06666665607029
2025-12-10 08:00:00+00:00,14.583333333333336,µg/m³,8,10,10.128333330154424
2025-12-10 09:00:00+00:00,13.277499993642172,µg/m³,9,10,11.757999997668803
2025-12-10 10:00:00+00:00,30.026166566212968,µg/m³,10,10,19.29566663106283
2025-12-10 11:00:00+00:00,35.29787540435792,µg/m³,11,10,26.200513988071023
2025-12-10 12:00:00+00:00,32.494874922434484,µg/m³,12,10,32.606305631001796
2025-12-10 13:00:00+00:00,29.64441663424174,µg/m³,13,10,32.47905565367805
2025-12-10 14:00:00+00:00,26.26649986902873,µg/m³,14,10,29.468597141901654
2025-12-10 15:00:00+00:00,24.73266665140788,µg/m³,15,10,26.88119438489279
2025-12-10 16:00:00+00:00,29.01633332570394,µg/m³,16,10,26.671833282046858
2025-12-10 17:00:00+00:00,33.041833368937176,µg/m³,17,10,28.930277782016336
2025-12-10 18:00:00+00:00,35.33366657892863,µg/m³,18,10,32.463944424523255
2025-12-10 19:00:00+00:00,31.713624938329065,µg/m³,19,10,33.36304162873163
2025-12-10 20:00:00+00:00,30.5718331972758,µg/m³,20,10,32.53970823817784
2025-12-10 21:00:00+00:00,30.102166684468585,µg/m³,21,10,30.79587494002449
2025-12-10 22:00:00+00:00,32.14166679382324,µg/m³,22,10,30.93855555852255
2025-12-10 23:00:00+00:00,38.97754179636637,µg/m³,23,10,33.740458424886064
2025-12-11 00:00:00+00:00,30.17466672261556,µg/m³,0,11,33.76462510426839
2025-12-11 01:00:00+00:00,27.594833342234296,µg/m³,1,11,32.249013953738746
2025-12-11 02:00:00+00:00,20.72745832602183,µg/m³,2,11,26.165652796957232
2025-12-11 03:00:00+00:00,5.883124995231628,µg/m³,3,11,18.06847222116259
2025-12-11 04:00:00+00:00,5.430499998728435,µg/m³,4,11,10.680361106660635
2025-12-11 05:00:00+00:00,5.455041654904684,µg/m³,5,11,5.589555549621587
2025-12-11 06:00:00+00:00,5.186166667938232,µg/m³,6,11,5.357236107190455
2025-12-11 07:00:00+00:00,6.772541658083598,µg/m³,7,11,5.80458332697551
2025-12-11 08:00:00+00:00,15.971999994913732,µg/m³,8,11,9.310236106978525
2025-12-11 09:00:00+00:00,22.300166670481364,µg/m³,9,11,15.014902774492901
2025-12-11 10:00:00+00:00,31.6248335202535,µg/m³,10,11,23.299000061882868
2025-12-11 11:00:00+00:00,35.6016663869222,µg/m³,11,11,29.842222192552356
2025-12-11 12:00:00+00:00,31.09166653951009,µg/m³,12,11,32.77272214889527
2025-12-11 13:00:00+00:00,17.32754166126251,µg/m³,13,11,28.006958195898267
2025-12-11 14:00:00+00:00,8.074333333969117,µg/m³,14,11,18.831180511580577
2025-12-11 15:00:00+00:00,6.943416664335462,µg/m³,15,11,10.781763886522368
2025-12-11 16:00:00+00:00,4.086166667938232,µg/m³,16,11,6.367972222080941
2025-12-11 17:00:00+00:00,4.905166657765706,µg/m³,17,11,5.311583330013138
2025-12-11 18:00:00+00:00,4.632624997695287,µg/m³,18,11,4.54131944113308
2025-12-11 19:00:00+00:00,9.01812500158946,µg/m³,19,11,6.1853055523501554
2025-12-11 20:00:00+00:00,10.397333335876464,µg/m³,20,11,8.016027778387075
2025-12-11 21:00:00+00:00,13.380166657765706,µg/m³,21,11,10.93187499841055
2025-12-11 22:00:00+00:00,19.05866665840149,µg/m³,22,11,14.278722217347891
2025-12-11 23:00:00+00:00,26.947166665395105,µg/m³,23,11,19.795333327187436
2025-12-12 00:00:00+00:00,16.898666667938233,µg/m³,0,12,20.968166663911614
2025-12-12 01:00:00+00:00,6.6886666615804025,µg/m³,1,12,16.84483333163792
2025-12-12 02:00:00+00:00,9.508333333333336,µg/m³,2,12,11.031888887617328
2025-12-12 03:00:00+00:00,6.947166665395102,µg/m³,3,12,7.714722220102952
2025-12-12 04:00:00+00:00,8.4278333346049,µg/m³,4,12,8.294444444444451
